u	species	component_id	score
GCF_000240185.1_ASM24018v2|YP_005225298.1	Klebsiella pneumoniae	612	0.000000
GCF_001457635.1_NCTC7465|WP_000401329.1	Streptococcus pneumoniae	2586	0.000000
GCF_000240185.1_ASM24018v2|YP_005229030.1	Klebsiella pneumoniae	735	0.000000
GCF_000222975.1_ASM22297v1|WP_002210184.1	Yersinia pestis	735	0.000000
GCF_000498655.1_ASM49865v1|WP_023593432.1	Zymomonas mobilis	2637	0.000000
GCF_022869645.1_ASM2286964v1|WP_002247057.1	Neisseria meningitidis	12	0.000000
GCF_000018445.1_ASM1844v1|WP_001212567.1	Acinetobacter baumannii	3841	0.000000
GCF_000021345.1_ASM2134v1|WP_012556336.1	Rhizobium leguminosarum	3841	0.000000
GCF_000517605.1_ASM51760v1|WP_025398207.1	Rhizobium leguminosarum	3841	0.000000
GCF_000498655.1_ASM49865v1|WP_011240002.1	Zymomonas mobilis	261	0.000000
GCF_000021045.1_ASM2104v1|WP_012701827.1	Azotobacter vinelandii	671	0.000000
GCF_000380335.1_ASM38033v1|WP_012701827.1	Azotobacter vinelandii	671	0.000000
GCF_002073495.2_ASM207349v2|WP_000778163.1	Leptospira interrogans	671	0.000000
GCF_000018445.1_ASM1844v1|WP_001277083.1	Acinetobacter baumannii	1400	0.000000
GCF_000222975.1_ASM22297v1|WP_002213815.1	Yersinia pestis	1400	0.000000
GCF_000222975.1_ASM22297v1|WP_002210741.1	Yersinia pestis	369	0.000000
GCF_000240185.1_ASM24018v2|YP_005225886.1	Klebsiella pneumoniae	369	0.000000
GCF_000240185.1_ASM24018v2|YP_005226693.1	Klebsiella pneumoniae	2008	0.000000
GCF_030388325.1_ASM3038832v1|WP_289880085.1	Flavobacterium johnsoniae	2221	0.000000
GCF_000220625.1_ASM22062v1|WP_013996492.1	Capnocytophaga canimorsus	2221	0.000000
GCF_002302565.1_ASM230256v1|WP_041986742.1	Capnocytophaga canimorsus	2221	0.000000
GCF_000018445.1_ASM1844v1|WP_001285211.1	Acinetobacter baumannii	460	0.000000
GCF_002073495.2_ASM207349v2|WP_000403254.1	Leptospira interrogans	2952	0.000000
GCF_000412675.1_ASM41267v1|WP_016500772.1	Pseudomonas putida	2841	0.000000
GCF_000018445.1_ASM1844v1|WP_002001711.1	Acinetobacter baumannii	3842	0.000000
GCF_000193595.2_ASM19359v3|WP_003820599.1	Bordetella pertussis	3842	0.000000
GCF_004008975.1_ASM400897v1|WP_003820599.1	Bordetella pertussis	3842	0.000000
GCF_000021045.1_ASM2104v1|WP_004543221.1	Azotobacter vinelandii	3843	0.000000
GCF_000517605.1_ASM51760v1|WP_025395731.1	Rhizobium leguminosarum	3843	0.000000
GCF_000021345.1_ASM2134v1|WP_012558763.1	Rhizobium leguminosarum	3843	0.000000
GCF_000412675.1_ASM41267v1|WP_016485486.1	Pseudomonas putida	1556	0.000000
GCF_000021045.1_ASM2104v1|WP_012698734.1	Azotobacter vinelandii	1093	0.000000
GCF_000022625.1_ASM2262v1|WP_004685650.1	Brucella melitensis	2729	0.000000
GCF_000498655.1_ASM49865v1|WP_011241557.1	Zymomonas mobilis	1679	0.000000
GCF_006739385.1_ASM673938v1|WP_002514451.1	Cutibacterium acnes	398	0.000000
GCF_000240185.1_ASM24018v2|YP_005227107.1	Klebsiella pneumoniae	1875	0.000000
GCF_000186745.1_ASM18674v1|WP_003225126.1	Bacillus subtilis	1875	0.000000
GCF_000412675.1_ASM41267v1|WP_016502066.1	Pseudomonas putida	2818	0.000000
GCF_008369605.1_ASM836960v1|WP_000350195.1	Vibrio cholerae	602	0.000000
GCF_000193595.2_ASM19359v3|WP_003810400.1	Bordetella pertussis	1151	0.000000
GCF_004008975.1_ASM400897v1|WP_003810400.1	Bordetella pertussis	1151	0.000000
GCF_002073495.2_ASM207349v2|WP_001055336.1	Leptospira interrogans	1151	0.000000
GCF_016027375.1_ASM1602737v1|WP_003455372.1	Clostridium perfringens	604	0.000000
GCF_000172575.2_ASM17257v2|WP_002356864.1	Enterococcus faecalis	604	0.000000
GCF_000021045.1_ASM2104v1|WP_012699142.1	Azotobacter vinelandii	1088	0.000000
GCF_009035845.1_ASM903584v1|WP_000128749.1	Acinetobacter baumannii	3838	0.000000
GCF_000021045.1_ASM2104v1|WP_012699170.1	Azotobacter vinelandii	895	0.000000
GCF_014131755.1_ASM1413175v1|WP_011107721.1	Bacteroides thetaiotaomicron	298	0.000000
GCF_000220625.1_ASM22062v1|WP_013998412.1	Capnocytophaga canimorsus	298	0.000000
GCF_000412675.1_ASM41267v1|WP_016497493.1	Pseudomonas putida	1271	0.000000
GCF_000021045.1_ASM2104v1|WP_012699259.1	Azotobacter vinelandii	1530	0.000000
GCF_001941585.1_ASM194158v1|WP_010946090.1	Legionella pneumophila	539	0.000000
GCF_000412675.1_ASM41267v1|WP_009681970.1	Pseudomonas putida	1583	0.000000
GCF_000412675.1_ASM41267v1|WP_009685710.1	Pseudomonas putida	890	0.000000
GCF_000412675.1_ASM41267v1|WP_016497781.1	Pseudomonas putida	2828	0.000000
GCF_000412675.1_ASM41267v1|WP_003255391.1	Pseudomonas putida	2833	0.000000
GCF_000021345.1_ASM2134v1|WP_012557370.1	Rhizobium leguminosarum	2158	0.000000
GCF_000021045.1_ASM2104v1|WP_012699407.1	Azotobacter vinelandii	216	0.000000
GCF_000412675.1_ASM41267v1|WP_016497844.1	Pseudomonas putida	1574	0.000000
GCF_000021045.1_ASM2104v1|WP_012699497.1	Azotobacter vinelandii	5047	0.000000
GCF_000517605.1_ASM51760v1|WP_174446894.1	Rhizobium leguminosarum	5047	0.000000
GCF_000412675.1_ASM41267v1|WP_016501791.1	Pseudomonas putida	2851	0.000000
GCF_008369605.1_ASM836960v1|WP_000167257.1	Vibrio cholerae	171	0.000000
GCF_000021045.1_ASM2104v1|WP_012699706.1	Azotobacter vinelandii	3844	0.000000
GCF_000517605.1_ASM51760v1|WP_025397931.1	Rhizobium leguminosarum	3844	0.000000
GCF_000021345.1_ASM2134v1|WP_012555967.1	Rhizobium leguminosarum	3844	0.000000
GCF_016027375.1_ASM1602737v1|WP_011591181.1	Clostridium perfringens	3502	0.000000
GCF_000412675.1_ASM41267v1|WP_016498013.1	Pseudomonas putida	1572	0.000000
GCF_000412675.1_ASM41267v1|WP_016501329.1	Pseudomonas putida	2836	0.000000
GCF_009035845.1_ASM903584v1|WP_001000724.1	Acinetobacter baumannii	1079	0.000000
GCF_000412675.1_ASM41267v1|WP_016488825.1	Pseudomonas putida	2823	0.000000
GCF_009035845.1_ASM903584v1|WP_000181277.1	Acinetobacter baumannii	319	0.000000
GCF_000021045.1_ASM2104v1|WP_012700064.1	Azotobacter vinelandii	188	0.000000
GCF_000021045.1_ASM2104v1|WP_012700150.1	Azotobacter vinelandii	188	0.000000
GCF_000021045.1_ASM2104v1|WP_012700160.1	Azotobacter vinelandii	65	0.000000
GCF_900475035.1_41965_F01|WP_011184883.1	Streptococcus pyogenes	112	0.000000
GCF_000412675.1_ASM41267v1|WP_016501014.1	Pseudomonas putida	1562	0.000000
GCF_000412675.1_ASM41267v1|WP_016501012.1	Pseudomonas putida	1561	0.000000
GCF_000021045.1_ASM2104v1|WP_012700272.1	Azotobacter vinelandii	188	0.000000
GCF_000021045.1_ASM2104v1|WP_012700282.1	Azotobacter vinelandii	1939	0.000000
GCF_000517605.1_ASM51760v1|WP_025397460.1	Rhizobium leguminosarum	1939	0.000000
GCF_000240185.1_ASM24018v2|YP_005227337.1	Klebsiella pneumoniae	2207	0.000000
GCF_000240185.1_ASM24018v2|YP_005227210.1	Klebsiella pneumoniae	957	0.000000
GCF_000021045.1_ASM2104v1|WP_012700606.1	Azotobacter vinelandii	525	0.000000
GCF_000021045.1_ASM2104v1|WP_012700624.1	Azotobacter vinelandii	1560	0.000000
GCF_000021045.1_ASM2104v1|WP_012700642.1	Azotobacter vinelandii	1939	0.000000
GCF_000021345.1_ASM2134v1|WP_012555204.1	Rhizobium leguminosarum	1939	0.000000
GCF_000220625.1_ASM22062v1|WP_013996651.1	Capnocytophaga canimorsus	126	0.000000
GCF_002302565.1_ASM230256v1|WP_095900296.1	Capnocytophaga canimorsus	126	0.000000
GCF_025998455.1_ASM2599845v1|WP_267286183.1	Helicobacter pylori	3406	0.000000
GCF_000021045.1_ASM2104v1|WP_012700706.1	Azotobacter vinelandii	2007	0.000000
GCF_000203835.1_ASM20383v1|WP_003971549.1	Streptomyces coelicolor	124	0.000000
GCF_008931305.1_ASM893130v1|WP_003971549.1	Streptomyces coelicolor	124	0.000000
GCF_000196035.1_ASM19603v1|NP_463875.1	Listeria monocytogenes	3353	0.000000
GCF_000412675.1_ASM41267v1|WP_016500538.1	Pseudomonas putida	2820	0.000000
GCF_000021045.1_ASM2104v1|WP_012700906.1	Azotobacter vinelandii	1527	0.000000
GCF_000222975.1_ASM22297v1|WP_002220494.1	Yersinia pestis	767	0.000000
GCF_000021045.1_ASM2104v1|WP_012700997.1	Azotobacter vinelandii	3845	0.000000
GCF_000193595.2_ASM19359v3|WP_010930335.1	Bordetella pertussis	3845	0.000000
GCF_004008975.1_ASM400897v1|WP_010930335.1	Bordetella pertussis	3845	0.000000
GCF_000222975.1_ASM22297v1|WP_002211140.1	Yersinia pestis	722	0.000000
GCF_000021045.1_ASM2104v1|WP_012701078.1	Azotobacter vinelandii	1061	0.000000
GCF_022984195.1_ASM2298419v1|WP_011378247.1	Synechococcus elongatus	3789	0.000000
GCF_000021045.1_ASM2104v1|WP_012701174.1	Azotobacter vinelandii	3846	0.000000
GCF_000193595.2_ASM19359v3|WP_010930750.1	Bordetella pertussis	3846	0.000000
GCF_004008975.1_ASM400897v1|WP_010930750.1	Bordetella pertussis	3846	0.000000
GCF_000063585.1_ASM6358v1|WP_012047957.1	Clostridium botulinum	1938	0.000000
GCF_000412675.1_ASM41267v1|WP_016499219.1	Pseudomonas putida	2829	0.000000
GCF_000412675.1_ASM41267v1|WP_169725179.1	Pseudomonas putida	2858	0.000000
GCF_000021045.1_ASM2104v1|WP_012701328.1	Azotobacter vinelandii	3806	0.000000
GCF_000021045.1_ASM2104v1|WP_012701360.1	Azotobacter vinelandii	778	0.000000
GCF_000412675.1_ASM41267v1|WP_016499291.1	Pseudomonas putida	2047	0.000000
GCF_000412675.1_ASM41267v1|WP_016498861.1	Pseudomonas putida	1545	0.000000
GCF_000021045.1_ASM2104v1|WP_012701439.1	Azotobacter vinelandii	1718	0.000000
GCF_000021045.1_ASM2104v1|WP_012701442.1	Azotobacter vinelandii	1544	0.000000
GCF_000412675.1_ASM41267v1|WP_016498730.1	Pseudomonas putida	891	0.000000
GCF_000022625.1_ASM2262v1|WP_004684595.1	Brucella melitensis	891	0.000000
GCF_000412675.1_ASM41267v1|WP_016498729.1	Pseudomonas putida	2848	0.000000
GCF_000222975.1_ASM22297v1|WP_002210036.1	Yersinia pestis	2338	0.000000
GCF_000021045.1_ASM2104v1|WP_012701640.1	Azotobacter vinelandii	1065	0.000000
GCF_000021045.1_ASM2104v1|WP_012701668.1	Azotobacter vinelandii	5048	0.000000
GCF_000412675.1_ASM41267v1|WP_003259286.1	Pseudomonas putida	5048	0.000000
GCF_000021045.1_ASM2104v1|WP_012701670.1	Azotobacter vinelandii	5049	0.000000
GCF_000412675.1_ASM41267v1|WP_016500366.1	Pseudomonas putida	5049	0.000000
GCF_000240185.1_ASM24018v2|YP_005229517.1	Klebsiella pneumoniae	3568	0.000000
GCF_002073495.2_ASM207349v2|WP_000070167.1	Leptospira interrogans	2947	0.000000
GCF_000021045.1_ASM2104v1|WP_012701767.1	Azotobacter vinelandii	184	0.000000
GCF_000021045.1_ASM2104v1|WP_012701799.1	Azotobacter vinelandii	796	0.000000
GCF_000517605.1_ASM51760v1|WP_025394834.1	Rhizobium leguminosarum	796	0.000000
GCF_000021345.1_ASM2134v1|WP_012557901.1	Rhizobium leguminosarum	796	0.000000
GCF_000517605.1_ASM51760v1|WP_025394089.1	Rhizobium leguminosarum	796	0.000000
GCF_014131755.1_ASM1413175v1|WP_008764611.1	Bacteroides thetaiotaomicron	3796	0.000000
GCF_000186745.1_ASM18674v1|WP_015714468.1	Bacillus subtilis	293	0.000000
GCF_006739385.1_ASM673938v1|WP_002513526.1	Cutibacterium acnes	423	0.000000
GCF_000240185.1_ASM24018v2|YP_005229491.1	Klebsiella pneumoniae	120	0.000000
GCF_000240185.1_ASM24018v2|YP_005228197.1	Klebsiella pneumoniae	192	0.000000
GCF_000021045.1_ASM2104v1|WP_012702284.1	Azotobacter vinelandii	191	0.000000
GCF_001941585.1_ASM194158v1|WP_016357051.1	Legionella pneumophila	307	0.000000
GCF_000021045.1_ASM2104v1|WP_012702315.1	Azotobacter vinelandii	5050	0.000000
GCF_000021345.1_ASM2134v1|WP_012557999.1	Rhizobium leguminosarum	5050	0.000000
GCF_000021045.1_ASM2104v1|WP_012702323.1	Azotobacter vinelandii	796	0.000000
GCF_000021045.1_ASM2104v1|WP_012702337.1	Azotobacter vinelandii	305	0.000000
GCF_001182745.1_NCTC11134|WP_011211739.1	Nocardia farcinica	2200	0.000000
GCF_000021045.1_ASM2104v1|WP_012702358.1	Azotobacter vinelandii	1588	0.000000
GCF_022984195.1_ASM2298419v1|WP_011243372.1	Synechococcus elongatus	3786	0.000000
GCF_000412675.1_ASM41267v1|WP_012270843.1	Pseudomonas putida	2824	0.000000
GCF_000021045.1_ASM2104v1|WP_012702493.1	Azotobacter vinelandii	1570	0.000000
GCF_000412675.1_ASM41267v1|WP_016501541.1	Pseudomonas putida	2834	0.000000
GCF_000021045.1_ASM2104v1|WP_012702642.1	Azotobacter vinelandii	782	0.000000
GCF_001941585.1_ASM194158v1|WP_010948042.1	Legionella pneumophila	3380	0.000000
GCF_000021345.1_ASM2134v1|WP_012557607.1	Rhizobium leguminosarum	781	0.000000
GCF_006094375.1_ASM609437v1|WP_001830007.1	Staphylococcus epidermidis	636	0.000000
GCF_022869645.1_ASM2286964v1|WP_002246737.1	Neisseria meningitidis	3435	0.000000
GCF_008369605.1_ASM836960v1|WP_001278588.1	Vibrio cholerae	2383	0.000000
GCF_000222975.1_ASM22297v1|WP_002209548.1	Yersinia pestis	1477	0.000000
GCF_022869645.1_ASM2286964v1|WP_002212949.1	Neisseria meningitidis	1477	0.000000
GCF_000021045.1_ASM2104v1|WP_012703044.1	Azotobacter vinelandii	1062	0.000000
GCF_000412675.1_ASM41267v1|WP_016489593.1	Pseudomonas putida	2853	0.000000
GCF_000412675.1_ASM41267v1|WP_016497734.1	Pseudomonas putida	1525	0.000000
GCF_022869645.1_ASM2286964v1|WP_082308602.1	Neisseria meningitidis	70	0.000000
GCF_000412675.1_ASM41267v1|WP_016497706.1	Pseudomonas putida	1522	0.000000
GCF_000412675.1_ASM41267v1|WP_016497701.1	Pseudomonas putida	2832	0.000000
GCF_000021045.1_ASM2104v1|WP_012703209.1	Azotobacter vinelandii	1089	0.000000
GCF_000022625.1_ASM2262v1|WP_002967962.1	Brucella melitensis	2739	0.000000
GCF_000021045.1_ASM2104v1|WP_012703248.1	Azotobacter vinelandii	1978	0.000000
GCF_000172575.2_ASM17257v2|WP_002356804.1	Enterococcus faecalis	207	0.000000
GCF_000412675.1_ASM41267v1|WP_012274659.1	Pseudomonas putida	2817	0.000000
GCF_000021045.1_ASM2104v1|WP_012703282.1	Azotobacter vinelandii	3847	0.000000
GCF_000021345.1_ASM2134v1|WP_012558145.1	Rhizobium leguminosarum	3847	0.000000
GCF_000517605.1_ASM51760v1|WP_025395132.1	Rhizobium leguminosarum	3847	0.000000
GCF_000412675.1_ASM41267v1|WP_016502106.1	Pseudomonas putida	1516	0.000000
GCF_000196035.1_ASM19603v1|NP_466019.1	Listeria monocytogenes	36	0.000000
GCF_001552035.1_ASM155203v1|WP_000193363.1	Streptococcus agalactiae	36	0.000000
GCF_000203835.1_ASM20383v1|WP_011031514.1	Streptomyces coelicolor	1469	0.000000
GCF_008931305.1_ASM893130v1|WP_011031514.1	Streptomyces coelicolor	1469	0.000000
GCF_000021345.1_ASM2134v1|WP_012559460.1	Rhizobium leguminosarum	184	0.000000
GCF_000517605.1_ASM51760v1|WP_025396580.1	Rhizobium leguminosarum	184	0.000000
GCF_009035845.1_ASM903584v1|WP_001058535.1	Acinetobacter baumannii	1244	0.000000
GCF_000021045.1_ASM2104v1|WP_012703386.1	Azotobacter vinelandii	5051	0.000000
GCF_009035845.1_ASM903584v1|WP_001165791.1	Acinetobacter baumannii	5051	0.000000
GCF_000021045.1_ASM2104v1|WP_012703438.1	Azotobacter vinelandii	3848	0.000000
GCF_000220625.1_ASM22062v1|WP_013998166.1	Capnocytophaga canimorsus	3848	0.000000
GCF_002302565.1_ASM230256v1|WP_095900109.1	Capnocytophaga canimorsus	3848	0.000000
GCF_000186745.1_ASM18674v1|WP_015250852.1	Bacillus subtilis	3448	0.000000
GCF_000021045.1_ASM2104v1|WP_012703507.1	Azotobacter vinelandii	1059	0.000000
GCF_000021045.1_ASM2104v1|WP_012703508.1	Azotobacter vinelandii	1060	0.000000
GCF_000021045.1_ASM2104v1|WP_012703564.1	Azotobacter vinelandii	2014	0.000000
GCF_000517605.1_ASM51760v1|WP_025396123.1	Rhizobium leguminosarum	2014	0.000000
GCF_000021045.1_ASM2104v1|WP_012703578.1	Azotobacter vinelandii	3849	0.000000
GCF_000203835.1_ASM20383v1|WP_003975161.1	Streptomyces coelicolor	3849	0.000000
GCF_008931305.1_ASM893130v1|WP_003975161.1	Streptomyces coelicolor	3849	0.000000
GCF_000412675.1_ASM41267v1|WP_003249693.1	Pseudomonas putida	2819	0.000000
GCF_000021045.1_ASM2104v1|WP_041806950.1	Azotobacter vinelandii	1281	0.000000
GCF_000412675.1_ASM41267v1|WP_012271164.1	Pseudomonas putida	2839	0.000000
GCF_000412675.1_ASM41267v1|WP_016500776.1	Pseudomonas putida	1558	0.000000
GCF_025998455.1_ASM2599845v1|WP_267286182.1	Helicobacter pylori	3420	0.000000
GCF_000222975.1_ASM22297v1|WP_002210915.1	Yersinia pestis	225	0.000000
GCF_000240185.1_ASM24018v2|YP_005225985.1	Klebsiella pneumoniae	370	0.000000
GCF_000412675.1_ASM41267v1|WP_003254499.1	Pseudomonas putida	2827	0.000000
GCF_000021045.1_ASM2104v1|WP_041807566.1	Azotobacter vinelandii	1716	0.000000
GCF_000412675.1_ASM41267v1|WP_016501542.1	Pseudomonas putida	2816	0.000000
GCF_000196035.1_ASM19603v1|NP_463573.1	Listeria monocytogenes	1051	0.000000
GCF_000021045.1_ASM2104v1|WP_072432899.1	Azotobacter vinelandii	5052	0.000000
GCF_000412675.1_ASM41267v1|WP_016500367.1	Pseudomonas putida	5052	0.000000
GCF_001941585.1_ASM194158v1|WP_010947757.1	Legionella pneumophila	3378	0.000000
GCF_000412675.1_ASM41267v1|WP_016499016.1	Pseudomonas putida	1554	0.000000
GCF_000021045.1_ASM2104v1|WP_175555975.1	Azotobacter vinelandii	1367	0.000000
GCF_000021045.1_ASM2104v1|WP_175555987.1	Azotobacter vinelandii	1043	0.000000
GCF_000021045.1_ASM2104v1|WP_231876354.1	Azotobacter vinelandii	3850	0.000000
GCF_000517605.1_ASM51760v1|WP_025394747.1	Rhizobium leguminosarum	3850	0.000000
GCF_000021345.1_ASM2134v1|WP_012557813.1	Rhizobium leguminosarum	3850	0.000000
GCF_000498655.1_ASM49865v1|WP_012817037.1	Zymomonas mobilis	2644	0.000000
GCF_000021045.1_ASM2104v1|WP_437438507.1	Azotobacter vinelandii	562	0.000000
GCF_000022625.1_ASM2262v1|WP_002964239.1	Brucella melitensis	2676	0.000000
GCF_000022625.1_ASM2262v1|WP_002963985.1	Brucella melitensis	2672	0.000000
GCF_000195955.2_ASM19595v2|NP_216365.1	Mycobacterium tuberculosis	206	0.000000
GCF_000022625.1_ASM2262v1|WP_002966536.1	Brucella melitensis	2707	0.000000
GCF_000022625.1_ASM2262v1|WP_004686256.1	Brucella melitensis	2740	0.000000
GCF_000203835.1_ASM20383v1|WP_003976797.1	Streptomyces coelicolor	1898	0.000000
GCF_008931305.1_ASM893130v1|WP_003976797.1	Streptomyces coelicolor	1898	0.000000
GCF_000022625.1_ASM2262v1|WP_002964849.1	Brucella melitensis	2686	0.000000
GCF_000022625.1_ASM2262v1|WP_002964856.1	Brucella melitensis	2026	0.000000
GCF_000022625.1_ASM2262v1|WP_002966022.1	Brucella melitensis	2701	0.000000
GCF_000022625.1_ASM2262v1|WP_004683921.1	Brucella melitensis	2743	0.000000
GCF_008369605.1_ASM836960v1|WP_000110151.1	Vibrio cholerae	346	0.000000
GCF_001941585.1_ASM194158v1|WP_010947094.1	Legionella pneumophila	346	0.000000
GCF_000022625.1_ASM2262v1|WP_002964621.1	Brucella melitensis	2684	0.000000
GCF_000498655.1_ASM49865v1|WP_023593257.1	Zymomonas mobilis	1292	0.000000
GCF_000022625.1_ASM2262v1|WP_004683241.1	Brucella melitensis	2726	0.000000
GCF_000022625.1_ASM2262v1|WP_002967872.1	Brucella melitensis	2711	0.000000
GCF_000022625.1_ASM2262v1|WP_002964053.1	Brucella melitensis	2673	0.000000
GCF_000022625.1_ASM2262v1|WP_002963974.1	Brucella melitensis	2670	0.000000
GCF_000022625.1_ASM2262v1|WP_002964154.1	Brucella melitensis	2675	0.000000
GCF_000022625.1_ASM2262v1|WP_002964713.1	Brucella melitensis	2737	0.000000
GCF_000022625.1_ASM2262v1|WP_004686204.1	Brucella melitensis	2695	0.000000
GCF_000022625.1_ASM2262v1|WP_002965625.1	Brucella melitensis	2697	0.000000
GCF_000022625.1_ASM2262v1|WP_002965184.1	Brucella melitensis	126	0.000000
GCF_000022625.1_ASM2262v1|WP_002964289.1	Brucella melitensis	45	0.000000
GCF_000022625.1_ASM2262v1|WP_002964337.1	Brucella melitensis	209	0.000000
GCF_000022625.1_ASM2262v1|WP_002964345.1	Brucella melitensis	61	0.000000
GCF_000410535.2_ASM41053v2|WP_010881653.1	Treponema pallidum	61	0.000000
GCF_000022625.1_ASM2262v1|WP_002964357.1	Brucella melitensis	2680	0.000000
GCF_000022625.1_ASM2262v1|WP_002963836.1	Brucella melitensis	2728	0.000000
GCF_000022625.1_ASM2262v1|WP_002963795.1	Brucella melitensis	2666	0.000000
GCF_000022625.1_ASM2262v1|WP_002963914.1	Brucella melitensis	2667	0.000000
GCF_001182745.1_NCTC11134|WP_011212033.1	Nocardia farcinica	260	0.000000
GCF_000025985.1_ASM2598v1|WP_008770069.1	Bacteroides fragilis	260	0.000000
GCF_000022625.1_ASM2262v1|WP_002964272.1	Brucella melitensis	2731	0.000000
GCF_000022625.1_ASM2262v1|WP_004686359.1	Brucella melitensis	2734	0.000000
GCF_000498655.1_ASM49865v1|WP_011241155.1	Zymomonas mobilis	2647	0.000000
GCF_000022625.1_ASM2262v1|WP_002963968.1	Brucella melitensis	2669	0.000000
GCF_000022625.1_ASM2262v1|WP_002964059.1	Brucella melitensis	2674	0.000000
GCF_000240185.1_ASM24018v2|YP_005224764.1	Klebsiella pneumoniae	1019	0.000000
GCF_000222975.1_ASM22297v1|WP_002212024.1	Yersinia pestis	1019	0.000000
GCF_000186745.1_ASM18674v1|WP_003245802.1	Bacillus subtilis	220	0.000000
GCF_016027375.1_ASM1602737v1|WP_003459793.1	Clostridium perfringens	3486	0.000000
GCF_000022625.1_ASM2262v1|WP_004686968.1	Brucella melitensis	2744	0.000000
GCF_001941585.1_ASM194158v1|WP_010947599.1	Legionella pneumophila	3377	0.000000
GCF_000022625.1_ASM2262v1|WP_002964395.1	Brucella melitensis	2681	0.000000
GCF_000022625.1_ASM2262v1|WP_002964373.1	Brucella melitensis	2733	0.000000
GCF_000498655.1_ASM49865v1|WP_011240149.1	Zymomonas mobilis	4018	0.000000
GCF_000022625.1_ASM2262v1|WP_002966034.1	Brucella melitensis	2703	0.000000
GCF_000022625.1_ASM2262v1|WP_002966024.1	Brucella melitensis	2702	0.000000
GCF_000022625.1_ASM2262v1|WP_002963947.1	Brucella melitensis	1297	0.000000
GCF_000022625.1_ASM2262v1|WP_002963944.1	Brucella melitensis	2041	0.000000
GCF_000022625.1_ASM2262v1|WP_004683386.1	Brucella melitensis	2727	0.000000
GCF_000021345.1_ASM2134v1|WP_003587631.1	Rhizobium leguminosarum	1689	0.000000
GCF_000186745.1_ASM18674v1|WP_003220730.1	Bacillus subtilis	1178	0.000000
GCF_000196035.1_ASM19603v1|NP_465903.1	Listeria monocytogenes	1178	0.000000
GCF_000193595.2_ASM19359v3|WP_010931540.1	Bordetella pertussis	176	0.000000
GCF_004008975.1_ASM400897v1|WP_010931540.1	Bordetella pertussis	176	0.000000
GCF_022984195.1_ASM2298419v1|WP_011244217.1	Synechococcus elongatus	176	0.000000
GCF_000022625.1_ASM2262v1|WP_002963577.1	Brucella melitensis	2665	0.000000
GCF_000022625.1_ASM2262v1|WP_002963544.1	Brucella melitensis	2664	0.000000
GCF_000022625.1_ASM2262v1|WP_002969361.1	Brucella melitensis	2715	0.000000
GCF_022869645.1_ASM2286964v1|WP_002212901.1	Neisseria meningitidis	261	0.000000
GCF_000022625.1_ASM2262v1|WP_002965185.1	Brucella melitensis	2694	0.000000
GCF_008369605.1_ASM836960v1|WP_000954190.1	Vibrio cholerae	891	0.000000
GCF_000222975.1_ASM22297v1|WP_002209290.1	Yersinia pestis	753	0.000000
GCF_000240185.1_ASM24018v2|YP_005224640.1	Klebsiella pneumoniae	753	0.000000
GCF_000022625.1_ASM2262v1|WP_004684585.1	Brucella melitensis	1499	0.000000
GCF_000022625.1_ASM2262v1|WP_002968051.1	Brucella melitensis	2713	0.000000
GCF_000240185.1_ASM24018v2|YP_005229401.1	Klebsiella pneumoniae	2304	0.000000
GCF_000022625.1_ASM2262v1|WP_004686040.1	Brucella melitensis	545	0.000000
GCF_000193595.2_ASM19359v3|WP_003812020.1	Bordetella pertussis	545	0.000000
GCF_004008975.1_ASM400897v1|WP_003812020.1	Bordetella pertussis	545	0.000000
GCF_000021345.1_ASM2134v1|WP_003589640.1	Rhizobium leguminosarum	3851	0.000000
GCF_000193595.2_ASM19359v3|WP_010930319.1	Bordetella pertussis	3851	0.000000
GCF_004008975.1_ASM400897v1|WP_010930319.1	Bordetella pertussis	3851	0.000000
GCF_000022625.1_ASM2262v1|WP_002964877.1	Brucella melitensis	2687	0.000000
GCF_000412675.1_ASM41267v1|WP_016498380.1	Pseudomonas putida	2494	0.000000
GCF_000240185.1_ASM24018v2|YP_005227015.1	Klebsiella pneumoniae	1475	0.000000
GCF_000222975.1_ASM22297v1|WP_002208735.1	Yersinia pestis	1475	0.000000
GCF_008369605.1_ASM836960v1|WP_000133012.1	Vibrio cholerae	1969	0.000000
GCF_000022625.1_ASM2262v1|WP_004686244.1	Brucella melitensis	2712	0.000000
GCF_000021345.1_ASM2134v1|WP_003592290.1	Rhizobium leguminosarum	5053	0.000000
GCF_000193595.2_ASM19359v3|WP_010930410.1	Bordetella pertussis	5053	0.000000
GCF_004008975.1_ASM400897v1|WP_010930410.1	Bordetella pertussis	5053	0.000000
GCF_000203835.1_ASM20383v1|WP_011027630.1	Streptomyces coelicolor	1244	0.000000
GCF_008931305.1_ASM893130v1|WP_011027630.1	Streptomyces coelicolor	1244	0.000000
GCF_000498655.1_ASM49865v1|WP_012817597.1	Zymomonas mobilis	69	0.000000
GCF_000022625.1_ASM2262v1|WP_002964542.1	Brucella melitensis	2682	0.000000
GCF_009035845.1_ASM903584v1|WP_000138016.1	Acinetobacter baumannii	4227	0.000000
GCF_001182745.1_NCTC11134|WP_060592133.1	Nocardia farcinica	1911	0.000000
GCF_000222975.1_ASM22297v1|WP_002216393.1	Yersinia pestis	2358	0.000000
GCF_000412675.1_ASM41267v1|WP_016500566.1	Pseudomonas putida	1707	0.000000
