u	v	shared_kmers	jaccard	species_u	species_v
GCF_000005845.2_ASM584v2|NP_418366.1	GCF_000006765.1_ASM676v1|NP_253741.1	118	0.154856	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418366.1	GCF_000006765.1_ASM676v1|NP_250493.1	6	0.007034	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418367.1	GCF_000006765.1_ASM676v1|NP_253740.1	33	0.106452	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418370.1	GCF_000006765.1_ASM676v1|NP_253737.1	50	0.035436	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418374.1	GCF_000006765.1_ASM676v1|NP_249091.1	14	0.018519	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418376.1	GCF_000006765.1_ASM676v1|NP_249121.1	10	0.017668	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418379.1	GCF_000006765.1_ASM676v1|NP_250264.1	10	0.026110	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418384.1	GCF_000006765.1_ASM676v1|NP_252250.1	8	0.008639	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418390.1	GCF_000006765.1_ASM676v1|NP_253207.1	56	0.050405	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418391.1	GCF_000006765.1_ASM676v1|NP_252377.1	83	0.049760	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418392.1	GCF_000006765.1_ASM676v1|NP_253893.1	12	0.016107	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418393.1	GCF_000006765.1_ASM676v1|NP_249353.1	9	0.013657	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418395.1	GCF_000006765.1_ASM676v1|NP_253950.1	19	0.021300	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418396.1	GCF_000006765.1_ASM676v1|NP_254031.1	8	0.013400	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418397.2	GCF_000006765.1_ASM676v1|NP_251681.1	60	0.069767	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418400.1	GCF_000006765.1_ASM676v1|NP_253408.1	25	0.036023	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418402.2	GCF_000006765.1_ASM676v1|NP_253351.1	7	0.013133	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418403.1	GCF_000006765.1_ASM676v1|NP_251667.1	20	0.030722	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418407.1	GCF_000006765.1_ASM676v1|NP_252955.1	201	0.346552	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418407.1	GCF_000006765.1_ASM676v1|NP_252967.1	201	0.346552	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418407.1	GCF_000006765.1_ASM676v1|NP_253804.1	7	0.007128	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418409.1	GCF_000006765.1_ASM676v1|NP_252965.1	34	0.108280	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418410.1	GCF_000006765.1_ASM676v1|NP_252964.1	27	0.108871	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418411.1	GCF_000006765.1_ASM676v1|NP_252963.1	48	0.117936	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418412.1	GCF_000006765.1_ASM676v1|NP_252962.1	14	0.045603	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418413.1	GCF_000006765.1_ASM676v1|NP_252961.1	11	0.049550	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418414.1	GCF_000006765.1_ASM676v1|NP_252960.1	449	0.200446	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418415.1	GCF_000006765.1_ASM676v1|NP_252959.1	544	0.241563	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418420.4	GCF_000006765.1_ASM676v1|NP_253352.1	7	0.014403	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418422.1	GCF_000006765.1_ASM676v1|NP_253660.1	200	0.190840	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418425.1	GCF_000006765.1_ASM676v1|NP_253721.1	77	0.123794	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418428.1	GCF_000006765.1_ASM676v1|NP_250495.1	11	0.069182	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418431.1	GCF_000006765.1_ASM676v1|NP_251261.1	7	0.007625	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418431.1	GCF_000006765.1_ASM676v1|NP_253413.1	7	0.004892	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_253414.1	35	0.040046	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_251044.1	28	0.035944	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_250635.1	25	0.029481	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_251049.1	24	0.031250	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_253812.1	23	0.026018	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_249788.1	22	0.024472	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_253237.1	21	0.024561	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_252710.1	14	0.013208	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_250354.1	13	0.014115	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_252836.1	13	0.012464	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418433.1	GCF_000006765.1_ASM676v1|NP_253542.1	134	0.187675	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418434.1	GCF_000006765.1_ASM676v1|NP_253541.1	113	0.120085	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418440.1	GCF_000006765.1_ASM676v1|NP_250067.1	33	0.029676	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418443.1	GCF_000006765.1_ASM676v1|NP_250534.1	260	0.118667	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418444.1	GCF_000006765.1_ASM676v1|NP_254160.1	89	0.086745	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418448.1	GCF_000006765.1_ASM676v1|NP_249595.1	9	0.010689	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418449.1	GCF_000006765.1_ASM676v1|NP_253420.1	28	0.026291	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_251031.1	50	0.073421	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_251877.1	16	0.021888	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_252297.1	13	0.018284	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_251944.1	12	0.017647	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_248763.1	10	0.016949	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_252626.1	9	0.014634	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_248993.1	9	0.012228	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_254053.1	8	0.012698	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_252132.1	7	0.011146	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_252847.1	7	0.011309	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418464.1	GCF_000006765.1_ASM676v1|NP_254045.1	19	0.034111	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418465.4	GCF_000006765.1_ASM676v1|NP_252363.1	27	0.016833	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418466.1	GCF_000006765.1_ASM676v1|NP_252293.1	6	0.026201	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418467.1	GCF_000006765.1_ASM676v1|NP_251697.1	31	0.084932	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418470.4	GCF_000006765.1_ASM676v1|NP_254186.1	6	0.018634	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418473.3	GCF_000006765.1_ASM676v1|NP_251485.1	30	0.047096	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418475.1	GCF_000006765.1_ASM676v1|NP_248713.1	26	0.042208	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418476.1	GCF_000006765.1_ASM676v1|NP_253618.1	68	0.079347	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418477.1	GCF_000006765.1_ASM676v1|NP_253989.1	10	0.014368	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418477.1	GCF_000006765.1_ASM676v1|NP_253617.1	8	0.011445	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418478.1	GCF_000006765.1_ASM676v1|NP_251829.1	18	0.023468	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418478.1	GCF_000006765.1_ASM676v1|NP_249561.1	9	0.011583	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418480.1	GCF_000006765.1_ASM676v1|NP_253973.1	17	0.067460	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418482.1	GCF_000006765.1_ASM676v1|NP_252924.1	304	0.194872	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418483.1	GCF_000006765.1_ASM676v1|NP_252922.1	25	0.081169	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418485.1	GCF_000006765.1_ASM676v1|NP_249266.1	9	0.005131	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418485.1	GCF_000006765.1_ASM676v1|NP_253057.1	9	0.007525	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418487.1	GCF_000006765.1_ASM676v1|NP_250963.1	15	0.052632	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418488.1	GCF_000006765.1_ASM676v1|NP_253407.1	10	0.011628	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418489.1	GCF_000006765.1_ASM676v1|NP_252350.1	27	0.024725	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418491.1	GCF_000006765.1_ASM676v1|NP_251924.1	213	0.242873	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_253421.1	131	0.113322	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_249578.1	115	0.097623	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_252258.1	16	0.012759	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_251092.1	7	0.001388	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_251090.2	7	0.002658	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_251114.1	7	0.001429	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418493.1	GCF_000006765.1_ASM676v1|NP_251089.1	6	0.002644	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418498.1	GCF_000006765.1_ASM676v1|NP_250171.1	19	0.016102	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418501.1	GCF_000006765.1_ASM676v1|NP_254166.1	142	0.194787	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418501.1	GCF_000006765.1_ASM676v1|NP_249874.1	7	0.008178	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418501.1	GCF_000006765.1_ASM676v1|NP_248809.1	6	0.006897	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418504.1	GCF_000006765.1_ASM676v1|NP_252583.1	8	0.008282	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418507.2	GCF_000006765.1_ASM676v1|NP_249431.1	24	0.018677	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418511.1	GCF_000006765.1_ASM676v1|NP_250637.1	22	0.022267	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418511.1	GCF_000006765.1_ASM676v1|NP_248826.1	16	0.015889	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418518.1	GCF_000006765.1_ASM676v1|NP_252063.1	11	0.031519	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418519.1	GCF_000006765.1_ASM676v1|NP_252064.1	35	0.048611	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_252065.1	26	0.060748	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_252912.1	7	0.008940	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_250552.1	7	0.012281	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_251547.1	7	0.016055	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_250567.1	7	0.007511	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_248993.1	6	0.010101	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418520.1	GCF_000006765.1_ASM676v1|NP_252913.1	6	0.007692	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418522.1	GCF_000006765.1_ASM676v1|NP_252067.1	90	0.189474	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418523.1	GCF_000006765.1_ASM676v1|NP_252068.1	59	0.090630	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418529.1	GCF_000006765.1_ASM676v1|NP_252073.1	57	0.094215	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_252074.1	53	0.111111	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_252881.1	16	0.033126	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_250030.1	15	0.031185	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_253761.1	14	0.029046	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_251616.1	12	0.024242	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_252753.1	10	0.021008	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_253284.1	9	0.019108	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_249294.1	9	0.014706	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_251080.1	9	0.009934	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_249947.1	8	0.016529	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418532.1	GCF_000006765.1_ASM676v1|NP_248818.1	19	0.097436	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418536.1	GCF_000006765.1_ASM676v1|NP_250129.1	8	0.009685	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418537.1	GCF_000006765.1_ASM676v1|NP_251169.1	8	0.018605	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418537.1	GCF_000006765.1_ASM676v1|NP_253071.1	7	0.016204	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418537.1	GCF_000006765.1_ASM676v1|NP_249848.1	7	0.015873	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418537.1	GCF_000006765.1_ASM676v1|NP_251499.1	6	0.013889	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418538.2	GCF_000006765.1_ASM676v1|NP_250662.1	18	0.016575	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418538.2	GCF_000006765.1_ASM676v1|NP_252000.1	12	0.011152	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418541.2	GCF_000006765.1_ASM676v1|NP_250509.1	19	0.012864	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418553.1	GCF_000006765.1_ASM676v1|NP_252390.1	58	0.061834	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418555.1	GCF_000006765.1_ASM676v1|NP_250509.1	24	0.016760	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418559.1	GCF_000006765.1_ASM676v1|NP_253532.1	10	0.008803	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418562.4	GCF_000006765.1_ASM676v1|NP_254116.1	46	0.051339	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418567.1	GCF_000006765.1_ASM676v1|NP_253075.1	208	0.238806	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418572.4	GCF_000006765.1_ASM676v1|NP_251955.1	8	0.041885	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418574.1	GCF_000006765.1_ASM676v1|NP_252799.1	12	0.015957	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418578.1	GCF_000006765.1_ASM676v1|NP_250274.1	14	0.011986	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418579.2	GCF_000006765.1_ASM676v1|NP_252390.1	6	0.007407	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418583.1	GCF_000006765.1_ASM676v1|NP_253709.1	15	0.006818	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418584.1	GCF_000006765.1_ASM676v1|NP_253644.1	18	0.030875	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418585.4	GCF_000006765.1_ASM676v1|NP_253639.1	7	0.010417	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418586.4	GCF_000006765.1_ASM676v1|NP_253638.1	19	0.057229	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418587.1	GCF_000006765.1_ASM676v1|NP_253637.1	27	0.038407	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418588.1	GCF_000006765.1_ASM676v1|NP_253636.1	23	0.023374	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418589.1	GCF_000006765.1_ASM676v1|NP_253635.1	11	0.038328	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418590.1	GCF_000006765.1_ASM676v1|NP_253634.1	14	0.015660	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418590.1	GCF_000006765.1_ASM676v1|NP_254225.1	7	0.008505	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418591.1	GCF_000006765.1_ASM676v1|NP_253633.1	46	0.038591	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418592.1	GCF_000006765.1_ASM676v1|NP_253632.1	37	0.062500	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418593.1	GCF_000006765.1_ASM676v1|NP_253631.1	46	0.359375	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418594.1	GCF_000006765.1_ASM676v1|NP_253630.1	93	0.123016	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418595.1	GCF_000006765.1_ASM676v1|NP_253629.1	9	0.011264	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418598.1	GCF_000006765.1_ASM676v1|NP_253625.1	109	0.146703	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418600.4	GCF_000006765.1_ASM676v1|NP_253624.1	67	0.040854	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418601.1	GCF_000006765.1_ASM676v1|NP_253623.1	40	0.090703	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418608.6	GCF_000006765.1_ASM676v1|NP_252661.1	17	0.015992	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418621.5	GCF_000006765.1_ASM676v1|NP_253622.1	26	0.111111	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418623.1	GCF_000006765.1_ASM676v1|NP_253621.1	23	0.194915	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418624.1	GCF_000006765.1_ASM676v1|NP_253619.1	21	0.078947	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418628.4	GCF_000006765.1_ASM676v1|NP_253262.1	8	0.020356	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418628.4	GCF_000006765.1_ASM676v1|NP_251952.1	6	0.013544	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418629.1	GCF_000006765.1_ASM676v1|NP_250769.1	10	0.010893	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418629.1	GCF_000006765.1_ASM676v1|NP_249557.1	8	0.008658	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418629.1	GCF_000006765.1_ASM676v1|NP_251690.1	8	0.008686	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418635.1	GCF_000006765.1_ASM676v1|NP_253862.1	17	0.034553	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418640.1	GCF_000006765.1_ASM676v1|NP_253705.1	9	0.022059	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418647.1	GCF_000006765.1_ASM676v1|NP_252720.1	21	0.065625	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418652.2	GCF_000006765.1_ASM676v1|NP_250638.1	7	0.010836	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418653.1	GCF_000006765.1_ASM676v1|NP_253797.1	19	0.029734	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418654.1	GCF_000006765.1_ASM676v1|NP_252709.1	54	0.063981	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418654.1	GCF_000006765.1_ASM676v1|NP_253101.1	6	0.006515	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418656.1	GCF_000006765.1_ASM676v1|NP_253162.1	15	0.017162	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418663.1	GCF_000006765.1_ASM676v1|NP_253512.1	76	0.044315	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418663.1	GCF_000006765.1_ASM676v1|NP_252380.1	9	0.005559	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418663.1	GCF_000006765.1_ASM676v1|NP_252609.1	9	0.005432	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418669.1	GCF_000006765.1_ASM676v1|NP_252862.1	8	0.032653	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418670.1	GCF_000006765.1_ASM676v1|NP_248872.1	10	0.021413	Escherichia coli	Pseudomonas aeruginosa
